condition,category,uid,epoch,n_seeds,mean_acc,std_acc
bigram_function,island_effects,adjunct_island,10,3,0.8160000000000001,0.016573070526208038
bigram_function,anaphor_agreement,anaphor_gender_agreement,10,3,0.906,0.008485281374238578
bigram_function,anaphor_agreement,anaphor_number_agreement,10,3,0.962,0.0029439202887759515
bigram_function,argument_structure,animate_subject_passive,10,3,0.5903333333333333,0.011785113019775802
bigram_function,argument_structure,animate_subject_trans,10,3,0.8379084967320262,0.0164311177646752
bigram_function,argument_structure,causative,10,3,0.6670110192837465,0.017231399453439135
bigram_function,island_effects,complex_NP_island,10,3,0.494,0.008602325267042634
bigram_function,island_effects,coordinate_structure_constraint_complex_left_branch,10,3,0.5946666666666667,0.021483844059096046
bigram_function,island_effects,coordinate_structure_constraint_object_extraction,10,3,0.33333333333333337,0.01887128390240993
bigram_function,subject_verb_agreement,distractor_agreement_relational_noun,10,3,0.4204081632653061,0.00881733428354812
bigram_function,subject_verb_agreement,distractor_agreement_relative_clause,10,3,0.34075907590759075,0.014897252545600473
bigram_function,argument_structure,drop_argument,10,3,0.6085176085176085,0.014232716787045697
bigram_function,ellipsis,ellipsis_n_bar_1,10,3,0.6673333333333333,0.031478387647541406
bigram_function,ellipsis,ellipsis_n_bar_2,10,3,0.7363234794427456,0.006246950836170648
bigram_function,control_raising,existential_there_object_raising,10,3,0.7662203913491246,0.006727057309394232
bigram_function,control_raising,existential_there_subject_raising,10,3,0.70620239390642,0.009360528038131222
bigram_function,control_raising,expletive_it_object_raising,10,3,0.8067444876783398,0.0018342588357627627
bigram_function,argument_structure,inchoative,10,3,0.6754496026767043,0.01968816778910888
bigram_function,argument_structure,intransitive,10,3,0.7081686429512517,0.013042812828210376
bigram_function,irregular_forms,irregular_past_participle_adjectives,10,3,0.8843333333333333,0.01732692189115605
bigram_function,irregular_forms,irregular_past_participle_verbs,10,3,0.8333333333333333,0.014383632673594292
bigram_function,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,10,3,0.6559485530546624,0.005250781870917891
bigram_function,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,10,3,0.6263333333333333,0.003299831645537225
bigram_function,island_effects,left_branch_island_echo_question,10,3,0.616,0.014165686240583866
bigram_function,island_effects,left_branch_island_simple_question,10,3,0.41200000000000003,0.009201449161228156
bigram_function,npi_licensing,npi_present_1,10,3,0.38966666666666666,0.013274871834493237
bigram_function,npi_licensing,npi_present_2,10,3,0.438,0.019096247449870023
bigram_function,npi_licensing,only_npi_licensor_present,10,3,0.6213333333333333,0.00928559218478942
bigram_function,npi_licensing,only_npi_scope,10,3,0.46699999999999997,0.021771541057077234
bigram_function,argument_structure,passive_1,10,3,0.5921394141638858,0.006443510269552385
bigram_function,argument_structure,passive_2,10,3,0.6349557522123894,0.002389653649855418
bigram_function,binding,principle_A_c_command,10,3,0.37733333333333335,0.01405544576153869
bigram_function,binding,principle_A_case_1,10,3,0.995,0.0016329931618554536
bigram_function,binding,principle_A_case_2,10,3,0.7376884422110553,0.029209195612378322
bigram_function,binding,principle_A_domain_1,10,3,0.9853333333333333,0.004496912521077351
bigram_function,binding,principle_A_domain_2,10,3,0.6923333333333334,0.015282524515130163
bigram_function,binding,principle_A_domain_3,10,3,0.6203333333333333,0.002867441755680878
bigram_function,binding,principle_A_reconstruction,10,3,0.25929648241206027,0.011834855432265123
bigram_function,subject_verb_agreement,regular_plural_subject_verb_agreement_1,10,3,0.7653061224489796,0.007263318538796794
bigram_function,subject_verb_agreement,regular_plural_subject_verb_agreement_2,10,3,0.5646666666666667,0.007039570693980924
bigram_function,npi_licensing,sentential_negation_npi_licensor_present,10,3,0.9956666666666667,0.002624669291337273
bigram_function,npi_licensing,sentential_negation_npi_scope,10,3,0.36633333333333334,0.017594190960528878
bigram_function,island_effects,sentential_subject_island,10,3,0.29533333333333334,0.01053037933262086
bigram_function,control_raising,tough_vs_raising_1,10,3,0.39141694413614503,0.012697744951335922
bigram_function,control_raising,tough_vs_raising_2,10,3,0.6613149847094801,0.019197063500748828
bigram_function,argument_structure,transitive,10,3,0.6386593204775023,0.006395035939937608
bigram_function,island_effects,wh_island,10,3,0.48433333333333334,0.0547073019704764
bigram_function,filler_gap,wh_questions_object_gap,10,3,0.6890756302521008,0.0
bigram_function,filler_gap,wh_questions_subject_gap,10,3,0.9641873278236914,0.015583620522017576
bigram_function,filler_gap,wh_questions_subject_gap_long_distance,10,3,0.959,0.006976149845485456
bigram_function,filler_gap,wh_vs_that_no_gap,10,3,0.9683698296836983,0.00910378926222369
bigram_function,filler_gap,wh_vs_that_no_gap_long_distance,10,3,0.9863333333333333,0.0051854497287013536
bigram_function,filler_gap,wh_vs_that_with_gap,10,3,0.09420289855072464,0.010247924365022427
bigram_function,filler_gap,wh_vs_that_with_gap_long_distance,10,3,0.046,0.004546060565661951
natural_function,overall,overall,10,3,0.6910036644992139,0.0022525369949584757
no_function,overall,overall,10,3,0.5722796980430097,0.0025656784506139885
random_function,overall,overall,10,3,0.6273718632982825,0.0015929495986362913
five_function,overall,overall,10,3,0.6711363956663224,0.0045516771399039145
within_boundary,overall,overall,10,3,0.6631608299767605,0.0018208014416561742
more_function,overall,overall,10,3,0.660636578068042,0.004052971608316929
bigram_function,overall,overall,10,3,0.6360359579724797,0.003613334421255461
